citing_cluster_id,citing_url,cited_cluster_id,cited_url,cited_case_name_short,cited_case_name,cited_citations,expert,expert_label,expert_notes
103346,https://www.courtlistener.com/opinion/103346/helvering-v-leonard/,3615056,https://www.courtlistener.com/opinion/3615056/tirrell-v-tirrell/,Tirrell,Tirrell v. . Tirrell,"['1921 N.Y. LEXIS 498', '232 N.Y. 224', '133 N.E. 569']",Miriam Marks,Cited by,
103346,https://www.courtlistener.com/opinion/103346/helvering-v-leonard/,5474429,https://www.courtlistener.com/opinion/5474429/kunker-v-kunker/,Kunker,Kunker v. Kunker,"['1930 N.Y. App. Div. LEXIS 8707', '246 N.Y.S. 118', '230 A.D. 641']",Miriam Marks,Cited by,
103346,https://www.courtlistener.com/opinion/103346/helvering-v-leonard/,5416500,https://www.courtlistener.com/opinion/5416500/cain-v-cain/,Cain,Cain v. Cain,"['1919 N.Y. App. Div. LEXIS 7780', '177 N.Y.S. 178', '188 A.D. 780']",Miriam Marks,Cited by,
103346,https://www.courtlistener.com/opinion/103346/helvering-v-leonard/,3597980,https://www.courtlistener.com/opinion/3597980/severance-v-severance/,Severance,Severance v. Severance,"['1933 N.Y. LEXIS 775', '260 N.Y. 432', '183 N.E. 909']",Miriam Marks,Cited by,
103346,https://www.courtlistener.com/opinion/103346/helvering-v-leonard/,5420852,https://www.courtlistener.com/opinion/5420852/goldfish-v-goldfish/,Goldfish,Goldfish v. Goldfish,"['1920 N.Y. App. Div. LEXIS 5628', '184 N.Y.S. 512', '193 A.D. 686']",Miriam Marks,Cited by,
103346,https://www.courtlistener.com/opinion/103346/helvering-v-leonard/,103012,https://www.courtlistener.com/opinion/103012/erie-railroad-v-tompkins/,Erie R. Co.,Erie Railroad v. Tompkins,"['114 A.L.R. 1487', '11 Ohio Op. 246', '1938 U.S. LEXIS 984', '82 L. Ed. 1188', '58 S. Ct. 817', '304 U.S. 64']",Miriam Marks,Cited by,
103346,https://www.courtlistener.com/opinion/103346/helvering-v-leonard/,101450,https://www.courtlistener.com/opinion/101450/old-colony-trust-co-v-commissioner/,Commissioner,Old Colony Trust Co. v. Commissioner,"['1 U.S. Tax Cas. (CCH) 408', '7 A.F.T.R. (P-H) 8875', '2 C.B. 222', '1929 U.S. LEXIS 66', '73 L. Ed. 918', '49 S. Ct. 499', '279 U.S. 716']",Miriam Marks,Cited by,
103346,https://www.courtlistener.com/opinion/103346/helvering-v-leonard/,101451,https://www.courtlistener.com/opinion/101451/united-states-v-boston-maine-railroad/,,United States v. Boston & Maine Railroad,"['1 U.S. Tax Cas. (CCH) 407', '7 A.F.T.R. (P-H) 8881', '2 C.B. 315', '1929 U.S. LEXIS 67', '73 L. Ed. 929', '49 S. Ct. 505', '279 U.S. 732']",Miriam Marks,Cited by,
103346,https://www.courtlistener.com/opinion/103346/helvering-v-leonard/,8189710,https://www.courtlistener.com/opinion/8189710/helvering-v-blumenthal/,Helvering,Helvering v. Blumenthal,"['56 S. Ct. 305', '296 U.S. 552']",Miriam Marks,Cited by,
103346,https://www.courtlistener.com/opinion/103346/helvering-v-leonard/,1543340,https://www.courtlistener.com/opinion/1543340/helvering-v-leonard/,Helvering,Helvering v. Leonard,"['1939 U.S. App. LEXIS 3422', '23 A.F.T.R. (P-H) 265', '105 F.2d 900']",Miriam Marks,Reversed by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,3580631,https://www.courtlistener.com/opinion/3580631/thatcher-v-trenton-trust-co/,Thatcher,Thatcher v. Trenton Trust Co.,"['119 N.J. Eq. 408', '182 A. 912']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,3580878,https://www.courtlistener.com/opinion/3580878/travers-v-reid/,Travers,Travers v. Reid,"['1936 N.J. Ch. LEXIS 117', '119 N.J. Eq. 416', '182 A. 908']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,103012,https://www.courtlistener.com/opinion/103012/erie-railroad-v-tompkins/,Erie R. Co.,Erie Railroad v. Tompkins,"['114 A.L.R. 1487', '11 Ohio Op. 246', '1938 U.S. LEXIS 984', '82 L. Ed. 1188', '58 S. Ct. 817', '304 U.S. 64']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,103024,https://www.courtlistener.com/opinion/103024/ruhlin-v-new-york-life-insurance/,Ruhlin,Ruhlin v. New York Life Insurance,"['11 Ohio Op. 327', '1938 U.S. LEXIS 1023', '82 L. Ed. 1290', '58 S. Ct. 860', '304 U.S. 202']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,99169,https://www.courtlistener.com/opinion/99169/erie-railroad-v-hilt/,Hilt,Erie Railroad v. Hilt,"['1918 U.S. LEXIS 1959', '62 L. Ed. 1003', '38 S. Ct. 435', '247 U.S. 97']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,86355,https://www.courtlistener.com/opinion/86355/beals-v-hale/,Beals,Beals v. Hale,"['1846 U.S. LEXIS 383', '4 How. 37', '11 L. Ed. 865', '45 U.S. 37']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,3588175,https://www.courtlistener.com/opinion/3588175/cutts-v-najdrowski/,Cutts,Cutts v. Najdrowski,"['1938 N.J. LEXIS 671', '123 N.J. Eq. 481', '198 A. 885']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,3578888,https://www.courtlistener.com/opinion/3578888/kicey-v-kicey/,Kicey,Kicey v. Kicey,"['1933 N.J. Ch. LEXIS 180', '112 N.J. Eq. 459', '164 A. 684']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,3582215,https://www.courtlistener.com/opinion/3582215/johnson-v-savings-c-trust-co/,,"Johnson v. Savings, C., Trust Co.","['1931 N.J. Ch. LEXIS 185', '107 N.J. Eq. 547', '153 A. 382']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,101941,https://www.courtlistener.com/opinion/101941/erie-railroad-v-duplak/,Duplak,Erie Railroad v. Duplak,"['1932 U.S. LEXIS 613', '76 L. Ed. 1214', '52 S. Ct. 610', '286 U.S. 440']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,3586186,https://www.courtlistener.com/opinion/3586186/johnson-v-savings-investment-trust-co/,,Johnson v. Savings Investment & Trust Co.,"['1932 N.J. LEXIS 807', '110 N.J. Eq. 466', '160 A. 371']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,3578902,https://www.courtlistener.com/opinion/3578902/flagg-v-johansen/,Flagg,Flagg v. Johansen,"['1940 N.J. Sup. Ct. LEXIS 168', '124 N.J.L. 456', '12 A.2d 374']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,1477949,https://www.courtlistener.com/opinion/1477949/field-v-fidelity-union-trust-co/,Field,Field v. Fidelity Union Trust Co.,"['1939 U.S. App. LEXIS 2603', '108 F.2d 521']",Miriam Marks,Reversed by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,3582701,https://www.courtlistener.com/opinion/3582701/trust-co-of-nj-v-farawell/,Farawell,Trust Co of N.J. v. Farawell,"['1940 N.J. LEXIS 582', '127 N.J. Eq. 45', '11 A.2d 98']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,7397641,https://www.courtlistener.com/opinion/7397641/nicklas-v-parker/,Nicklas,Nicklas v. Parker,"['1905 N.J. Ch. LEXIS 70', '61 A. 267', '3 Robb. 743', '69 N.J. Eq. 743']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,7400354,https://www.courtlistener.com/opinion/7400354/philadelphia-camden-ferry-co-v-johnson/,,Philadelphia & Camden Ferry Co. v. Johnson,"['1923 N.J. Ch. LEXIS 99', '1923 N.J. Sup. Ct. LEXIS 195', '9 Stock. 296', '121 A. 900', '94 N.J. Eq. 296']",Miriam Marks,Cited by,
103395,https://www.courtlistener.com/opinion/103395/fidelity-union-trust-co-v-field/,7373076,https://www.courtlistener.com/opinion/7373076/gregory-v-gregory/,,Gregory v. Gregory,"['1904 N.J. Ch. LEXIS 70', '58 A. 287', '1 Robb. 7', '67 N.J. Eq. 7']",Miriam Marks,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,97163,https://www.courtlistener.com/opinion/97163/alvarez-y-sanchez-v-united-states/,,Alvarez Y Sanchez v. United States,"['1910 U.S. LEXIS 1883', '54 L. Ed. 432', '30 S. Ct. 361', '216 U.S. 167']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,89373,https://www.courtlistener.com/opinion/89373/broughton-v-pensacola/,Broughton,Broughton v. Pensacola,"['1876 U.S. LEXIS 1380', '23 L. Ed. 896', '93 U.S. 266']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,91401,https://www.courtlistener.com/opinion/91401/chicago-rock-island-pacific-railway-co-v-mcglinn/,McGlinn,"Chicago, Rock Island & Pacific Railway Co. v. McGlinn","['1885 U.S. LEXIS 1791', '29 L. Ed. 270', '5 S. Ct. 1005', '114 U.S. 542']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,95504,https://www.courtlistener.com/opinion/95504/downes-v-bidwell/,Downes,Downes v. Bidwell,"['1901 U.S. LEXIS 286', '45 L. Ed. 1088', '21 S. Ct. 770', '182 U.S. 244']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,3641348,https://www.courtlistener.com/opinion/3641348/lloyd-v-the-mayor-c-of-new-york/,Lloyd,"Lloyd v. . the Mayor, C. of New York",['5 N.Y. 369'],Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,97232,https://www.courtlistener.com/opinion/97232/los-angeles-farming-milling-co-v-city-of-los-angeles/,,Los Angeles Farming & Milling Co. v. City of Los Angeles,"['1910 U.S. LEXIS 1956', '54 L. Ed. 736', '30 S. Ct. 452', '217 U.S. 217']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,88197,https://www.courtlistener.com/opinion/88197/merryman-v-bourne/,Merryman,Merryman v. Bourne,"['1869 U.S. LEXIS 1002', '9 Wall. 592', '19 L. Ed. 683', '76 U.S. 592']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,91531,https://www.courtlistener.com/opinion/91531/mobile-v-watson/,Watson,Mobile v. Watson,"['1886 U.S. LEXIS 1763', '29 L. Ed. 620', '6 S. Ct. 398', '116 U.S. 289']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,92229,https://www.courtlistener.com/opinion/92229/more-v-steinbach/,More,More v. Steinbach,"['1888 U.S. LEXIS 1966', '32 L. Ed. 51', '8 S. Ct. 1067', '127 U.S. 70']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,90054,https://www.courtlistener.com/opinion/90054/mount-pleasant-v-beckwith/,Beckwith,Mount Pleasant v. Beckwith,"['1879 U.S. LEXIS 1845', '25 L. Ed. 699', '100 U.S. 514']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,88947,https://www.courtlistener.com/opinion/88947/new-orleans-v-steamship-co/,,New Orleans v. Steamship Co.,"['1874 U.S. LEXIS 1427', '20 Wall. 387', '22 L. Ed. 354', '87 U.S. 387']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,97085,https://www.courtlistener.com/opinion/97085/reavis-v-fianza/,Reavis,Reavis v. Fianza,"['1909 U.S. LEXIS 1727', '54 L. Ed. 72', '30 S. Ct. 1', '215 U.S. 16']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,94735,https://www.courtlistener.com/opinion/94735/shapleigh-v-san-angelo/,Shapleigh,Shapleigh v. San Angelo,"['1897 U.S. LEXIS 2121', '42 L. Ed. 310', '17 S. Ct. 957', '167 U.S. 646']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,96357,https://www.courtlistener.com/opinion/96357/south-carolina-v-united-states/,South Carolina,South Carolina v. United States,"['3 A.F.T.R. (P-H) 2775', '1905 U.S. LEXIS 991', '50 L. Ed. 261', '26 S. Ct. 110', '199 U.S. 437']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,91039,https://www.courtlistener.com/opinion/91039/taylor-v-davis-administratrix/,Taylor,Taylor v. Davis' Administratrix,"['1884 U.S. LEXIS 1700', '28 L. Ed. 163', '4 S. Ct. 147', '110 U.S. 330']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,87833,https://www.courtlistener.com/opinion/87833/townsend-v-greeley/,Townsend,Townsend v. Greeley,"['1866 U.S. LEXIS 941', '5 Wall. 326', '18 L. Ed. 547', '72 U.S. 326']",Catherine McCarthy,Cited by,
97396,https://www.courtlistener.com/opinion/97396/vilas-v-city-of-manila/,,,,,,Catherine McCarthy,Reversed by,case on appeal not directly cited
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,101765,https://www.courtlistener.com/opinion/101765/united-states-v-macintosh/,MacIntosh,United States v. MacIntosh,"['1931 U.S. LEXIS 170', '75 L. Ed. 1302', '51 S. Ct. 570', '283 U.S. 605']",Aimee Self Pittman,Cited by,
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,262583,https://www.courtlistener.com/opinion/262583/united-states-v-arno-sascha-jakobson/,,United States v. Arno Sascha Jakobson,"['1963 U.S. App. LEXIS 3603', '325 F.2d 409']",Aimee Self Pittman,Cited by,This is a companion case that was heard at the same time.
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,1547991,https://www.courtlistener.com/opinion/1547991/berman-v-united-states/,Berman,Berman v. United States,"['1946 U.S. App. LEXIS 2586', '156 F.2d 377']",Aimee Self Pittman,Cited by,
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,262969,https://www.courtlistener.com/opinion/262969/united-states-v-daniel-andrew-seeger/,,United States v. Daniel Andrew Seeger,"['1964 U.S. App. LEXIS 6677', '326 F.2d 846']",Aimee Self Pittman,Reversed by,
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,7200863,https://www.courtlistener.com/opinion/7200863/state-v-amana-society/,,State v. Amana Society,['132 Iowa 304'],Aimee Self Pittman,Cited by,
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,102605,https://www.courtlistener.com/opinion/102605/ashwander-v-tennessee-valley-authority/,Ashwander,Ashwander v. Tennessee Valley Authority,"['1936 U.S. LEXIS 947', '80 L. Ed. 688', '56 S. Ct. 466', '297 U.S. 288']",Aimee Self Pittman,Cited by,cited only in concurrence
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,106660,https://www.courtlistener.com/opinion/106660/sherbert-v-verner/,Sherbert,Sherbert v. Verner,"['9 Fair Empl. Prac. Cas. (BNA) 1152', '1963 U.S. LEXIS 976', '374 U.S. 398', '83 S. Ct. 1790', '10 L. Ed. 2d 965']",Aimee Self Pittman,Cited by,cited only in concurrence
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,105222,https://www.courtlistener.com/opinion/105222/bolling-v-sharpe/,Bolling,Bolling v. Sharpe,"['53 Ohio Op. 331', '98 L. Ed. 884', '1954 U.S. LEXIS 2095', '347 U.S. 497', '74 S. Ct. 693', '98 L. Ed. 2d 884']",Aimee Self Pittman,Cited by,cited only in concurrence
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,101864,https://www.courtlistener.com/opinion/101864/crowell-v-benson/,Crowell,Crowell v. Benson,"['1932 U.S. LEXIS 773', '76 L. Ed. 598', '52 S. Ct. 285', '285 U.S. 22']",Aimee Self Pittman,Cited by,cited only in concurrence
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,104234,https://www.courtlistener.com/opinion/104234/estep-v-united-states/,Estep,Estep v. United States,"['1946 U.S. LEXIS 2807', '90 L. Ed. 567', '66 S. Ct. 423', '327 U.S. 114']",Aimee Self Pittman,Cited by,
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,105363,https://www.courtlistener.com/opinion/105363/ullmann-v-united-states/,Ullmann,Ullmann v. United States,"['53 A.L.R. 2d 1008', '100 L. Ed. 511', '1956 U.S. LEXIS 1631', '350 U.S. 422', '76 S. Ct. 497', '100 L. Ed. 2d 511']",Aimee Self Pittman,Cited by,cited only in concurrence
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,103976,https://www.courtlistener.com/opinion/103976/united-states-v-ballard/,Ballard,United States v. Ballard,"['1944 U.S. LEXIS 810', '88 L. Ed. 1148', '64 S. Ct. 882', '322 U.S. 78']",Aimee Self Pittman,Cited by,
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,106281,https://www.courtlistener.com/opinion/106281/torcaso-v-watkins/,Torcaso,Torcaso v. Watkins,"['1961 U.S. LEXIS 809', '367 U.S. 488', '81 S. Ct. 1680', '6 L. Ed. 2d 982']",Aimee Self Pittman,Cited by,cited only in concurrence
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,105091,https://www.courtlistener.com/opinion/105091/united-states-v-rumely/,Rumely,United States v. Rumely,"['97 L. Ed. 770', '1953 U.S. LEXIS 2617', '345 U.S. 41', '73 S. Ct. 543', '97 L. Ed. 2d 770']",Aimee Self Pittman,Cited by,cited only in concurrence
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,99053,https://www.courtlistener.com/opinion/99053/selective-draft-law-cases/,,Selective Draft Law Cases,"['1918 U.S. LEXIS 2138', '62 L. Ed. 349', '38 S. Ct. 159', '245 U.S. 366']",Aimee Self Pittman,Cited by,
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,1544519,https://www.courtlistener.com/opinion/1544519/united-states-v-kauten/,Kauten,United States v. Kauten,"['1943 U.S. App. LEXIS 3882', '133 F.2d 703']",Aimee Self Pittman,Cited by,
106995,https://www.courtlistener.com/opinion/106995/united-states-v-seeger/,262211,https://www.courtlistener.com/opinion/262211/forest-britt-peter-v-united-states/,,Forest Britt Peter v. United States,['324 F.2d 173'],Aimee Self Pittman,Cited by,This is a companion case that was heard at the same time.
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,112632,https://www.courtlistener.com/opinion/112632/gregory-v-ashcroft/,,Gregory v. Ashcroft,"['1991 U.S. LEXIS 3626', '501 U.S. 452', '111 S. Ct. 2395', '115 L. Ed. 2d 410']",Shay Elbaum,Distinguished by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,97023,https://www.courtlistener.com/opinion/97023/united-states-ex-rel-attorney-general-of-the-united-states-v-delaware/,,United States Ex Rel. Attorney General of the United States v. Delaware & Hudson Co.,"['1909 U.S. LEXIS 1882', '53 L. Ed. 836', '29 S. Ct. 527', '213 U.S. 366']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,108153,https://www.courtlistener.com/opinion/108153/adickes-v-s-h-kress-co/,Adickes,Adickes v. S. H. Kress & Co.,"['1970 U.S. LEXIS 31', '398 U.S. 144', '90 S. Ct. 1598', '26 L. Ed. 2d 142']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,111252,https://www.courtlistener.com/opinion/111252/hudson-v-palmer/,Hudson,Hudson v. Palmer,"['52 U.S.L.W. 5052', '1984 U.S. LEXIS 143', '468 U.S. 517', '104 S. Ct. 3194', '82 L. Ed. 2d 393']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,108772,https://www.courtlistener.com/opinion/108772/preiser-v-rodriguez/,Preiser,Preiser v. Rodriguez,"['1973 U.S. LEXIS 72', '411 U.S. 475', '93 S. Ct. 1827', '36 L. Ed. 2d 439']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,111508,https://www.courtlistener.com/opinion/111508/sedima-s-p-r-l-v-imrex-co/,,"Sedima, S. P. R. L. v. Imrex Co.","['53 U.S.L.W. 3914', '1985 U.S. LEXIS 119', '473 U.S. 479', '105 S. Ct. 3275', '87 L. Ed. 2d 346']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,110921,https://www.courtlistener.com/opinion/110921/olim-v-wakinekona/,Olim,Olim v. Wakinekona,"['51 U.S.L.W. 4491', '1983 U.S. LEXIS 156', '461 U.S. 238', '103 S. Ct. 1741', '75 L. Ed. 2d 813']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,109016,https://www.courtlistener.com/opinion/109016/procunier-v-martinez/,Procunier,Procunier v. Martinez,"['71 Ohio Op. 2d 139', '1974 U.S. LEXIS 132', '416 U.S. 396', '94 S. Ct. 1800', '40 L. Ed. 2d 224']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,118140,https://www.courtlistener.com/opinion/118140/city-of-boerne-v-flores/,City of Boerne,City of Boerne v. Flores,"['74 Fair Empl. Prac. Cas. (BNA) 62', '70 Empl. Prac. Dec. (CCH) 44,785', '11 Fla. L. Weekly Fed. S 140', '97 Cal. Daily Op. Serv. 4904', '1997 Colo. J. C.A.R. 1329', '97 Daily Journal DAR 7973', '65 U.S.L.W. 4612', '1997 U.S. LEXIS 4035', '521 U.S. 507', '117 S. Ct. 2157', '138 L. Ed. 2d 624']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,112258,https://www.courtlistener.com/opinion/112258/thornburgh-v-abbott/,Abbott,Thornburgh v. Abbott,"['57 U.S.L.W. 4517', '1989 U.S. LEXIS 2437', '490 U.S. 401', '109 S. Ct. 1874', '104 L. Ed. 2d 459']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,111308,https://www.courtlistener.com/opinion/111308/garcia-v-san-antonio-metropolitan-transit-authority/,Garcia,Garcia v. San Antonio Metropolitan Transit Authority,"['1985 U.S. LEXIS 48', '469 U.S. 528', '105 S. Ct. 1005', '83 L. Ed. 2d 1016']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,109725,https://www.courtlistener.com/opinion/109725/dothard-v-rawlinson/,Dothard,Dothard v. Rawlinson,"['15 Fair Empl. Prac. Cas. (BNA) 10', '14 Empl. Prac. Dec. (CCH) 7632', '1977 U.S. LEXIS 143', '433 U.S. 321', '97 S. Ct. 2720', '53 L. Ed. 2d 786']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,118148,https://www.courtlistener.com/opinion/118148/printz-v-united-states/,Printz,Printz v. United States,"['1997 U.S. LEXIS 4044', '521 U.S. 898', '117 S. Ct. 2365', '138 L. Ed. 2d 914']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,104439,https://www.courtlistener.com/opinion/104439/brotherhood-of-railroad-trainmen-v-baltimore-ohio-railroad/,,Brotherhood of Railroad Trainmen v. Baltimore & Ohio Railroad,"['1947 U.S. LEXIS 2891', '91 L. Ed. 1646', '331 U.S. 519', '67 S. Ct. 1387']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,111254,https://www.courtlistener.com/opinion/111254/block-v-rutherford/,Block,Block v. Rutherford,"['52 U.S.L.W. 5067', '1984 U.S. LEXIS 145', '468 U.S. 576', '104 S. Ct. 3227', '82 L. Ed. 2d 438']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,101075,https://www.courtlistener.com/opinion/101075/duignan-v-united-states/,Duignan,Duignan v. United States,"['1927 U.S. LEXIS 19', '71 L. Ed. 996', '47 S. Ct. 566', '274 U.S. 195']",Shay Elbaum,Cited by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,743495,https://www.courtlistener.com/opinion/743495/ronald-r-yeskey-v-commonwealth-of-pennsylvania-department-of-corrections/,,,['118 F.3d 168'],Shay Elbaum,Affirmed by,
118228,https://www.courtlistener.com/opinion/118228/pennsylvania-department-of-corrections-v-yeskey/,498466,https://www.courtlistener.com/opinion/498466/kermit-f-gabel-and-henry-s-stiehl-v-james-a-lynaugh-director-texas/,,"Kermit F. Gabel and Henry S. Stiehl v. James A. Lynaugh, Director Texas Department of Corrections Defendants","['1988 WL 25', '1988 U.S. App. LEXIS 96', '10 Fed. R. Serv. 3d 256', '835 F.2d 124']",Shay Elbaum,Cited by,
127912,https://www.courtlistener.com/opinion/127912/jinks-v-richland-county/,118318,https://www.courtlistener.com/opinion/118318/alden-v-maine/,Alden,Alden v. Maine,"['1999 U.S. LEXIS 4374', '527 U.S. 706', '119 S. Ct. 2240', '144 L. Ed. 2d 636']",James Alcorn,Cited by,Also the concurrence cites the dissent
127912,https://www.courtlistener.com/opinion/127912/jinks-v-richland-county/,85272,https://www.courtlistener.com/opinion/85272/mculloch-v-state-of-maryland/,M'culloch,M'culloch v. State of Maryland,"['1819 U.S. LEXIS 320', '4 Wheat. 316', '4 L. Ed. 579', '17 U.S. 316']",James Alcorn,Cited by,
127912,https://www.courtlistener.com/opinion/127912/jinks-v-richland-county/,112102,https://www.courtlistener.com/opinion/112102/sun-oil-co-v-wortman/,Wortman,Sun Oil Co. v. Wortman,"['101 Oil & Gas Rep. 1', '56 U.S.L.W. 4601', '1988 U.S. LEXIS 2723', '486 U.S. 717', '108 S. Ct. 2117', '100 L. Ed. 2d 743']",James Alcorn,Distinguished by,
127912,https://www.courtlistener.com/opinion/127912/jinks-v-richland-county/,88343,https://www.courtlistener.com/opinion/88343/stewart-v-kahn/,Stewart,Stewart v. Kahn,"['1870 U.S. LEXIS 1499', '11 Wall. 493', '20 L. Ed. 176', '78 U.S. 493']",James Alcorn,Cited by,
127912,https://www.courtlistener.com/opinion/127912/jinks-v-richland-county/,109881,https://www.courtlistener.com/opinion/109881/monell-v-new-york-city-dept-of-social-servs/,Monell,Monell v. New York City Dept. of Social Servs.,"['17 Fair Empl. Prac. Cas. (BNA) 873', '16 Empl. Prac. Dec. (CCH) 8345', '1978 U.S. LEXIS 100', '436 U.S. 658', '98 S. Ct. 2018', '56 L. Ed. 2d 611']",James Alcorn,Cited by,
