cited_cluster_id,cited_decision_name
108166,"Moragne v. States Marine Lines, Inc. (1970)"
1473714,Oriental Trading & Transport Co. v. Gulf Oil Corp. (1949)
92846,The Max Morris (1890)
105170,"Pope & Talbot, Inc. v. Hawn (1953)"
106640,Fitzgerald v. United States Lines Co. (1963)
105837,Kermarec v. Compagnie Generale Transatlantique (1959)
88790,The Sapphire (1874)
90646,"The"" North Star"" (1882)"
99959,"White Oak Transportation Co. v. Boston, Cape Cod & New York Canal Co. (1922)"
96972,The Eugene F. Moran (1909)
89024,Atlee v. Packet Co. (1875)
102766,Morley Construction Co. v. Maryland Casualty Co. (1937)
104637,Graver Tank & Mfg. Co. v. Linde Air Products Co. (1949)
107344,"Berenyi v. District Director, Immigration & Naturalization Service (1966)"
106562,Weyerhaeuser Steamship Co. v. United States (1963)
104954,Halcyon Lines v. Haenn Ship Ceiling & Refitting Corp. (1952)
108637,Union Oil Co. of Cal. v. the San Jacinto (1972)
1087619,The City of New York (1893)
94772,The Victory & the Plymothian (1897)
94658,The Umbria (1897)
94202,The Oregon (1895)
94137,The Ludvig Holberg (1895)
86919,The Schooner Catharine v. Dickinson (1855)
321071, (1974)
105546,Morey v. Doud (1957)
106576,Ferguson v. Skrupa (1963)
107256,Katzenbach v. Morgan (1966)
1489061,Walker v. Hall (1975)
109235,Stanton v. Stanton (1975)
108404,Reed v. Reed (1971)
105152,Barrows v. Jackson (1953)
108497,Stanley v. Illinois (1972)
109013,Kahn v. Shevin (1974)
108781,Frontiero v. Richardson (1973)
108489,Eisenstadt v. Baird (1972)
109132,Schlesinger v. Ballard (1975)
104606,Goesaert v. Cleary (1948)
108288,Durham v. United States (1971)
108605,Furman v. Georgia (1972)
1220970,Coley v. State (1974)
1391146,Jarrell v. State (1975)
1335744,Gregg v. State (1974)
97242,Weems v. United States (1910)
1260876,People v. Anderson (1972)
1381163,Moore v. State (1975)
2097666,Commonwealth v. O'NEAL (1975)
106451,Robinson v. California (1962)
108329,McGautha v. California (1971)
104216,Marsh v. Alabama (1946)
107692,"Amalgamated Food Employees Union Local 590 v. Logan Valley Plaza, Inc. (1968)"
108592,Lloyd Corp. v. Tanner (1972)
105389,National Labor Relations Board v. Babcock & Wilcox Co. (1956)
108591,Central Hardware Co. v. National Labor Relations Board (1972)
105999,National Labor Relations Board v. Insurance Agents' International Union (1960)
104636,"International Union, U. A. W. A., A. F. of L., Local 232 v. Wisconsin Employment Relations Board (1949)"
105866,San Diego Building Trades Council v. Garmon (1959)
107123,"Hanna Mining Co. v. District 2, Marine Engineers Beneficial Ass'n (1965)"
106827,"Local 20, Teamsters, Chauffeurs & Helpers Union v. Morton (1964)"
107886,Brotherhood of Railroad Trainmen v. Jacksonville Terminal Co. (1969)
88429,Low v. Austin (1872)
105833,Youngstown Sheet & Tube Co. v. Bowers (1959)
86429,Thurlow v. Massachusetts (1847)
104222,New York v. United States (1946)
109259,Fry v. United States (1975)
107734,Maryland v. Wirtz (1968)
102593,United States v. California (1936)
85412,Gibbons v. Ogden (1824)
104231,Case v. Bowles (1946)
97448,Coyle v. Smith (1911)
87985,Lane County v. Oregon (1869)
108848,Pittsburgh Press Co. v. Pittsburgh Commission on Human Relations (1973)
109271,Bigelow v. Virginia (1975)
106761,New York Times Co. v. Sullivan (1964)
2239749,Patterson Drug Company v. Kingery (1969)
103347,Thornhill v. Alabama (1940)
2098134,"Virginia Citizens Consumer Council, Inc. v. State Board of Pharmacy (1974)"
103654,Valentine v. Chrestensen (1942)
107970,National Labor Relations Board v. Gissel Packing Co. (1969)
8985546,"Dun & Bradstreet, Inc. v. C. R. Grove, Trustee (1971)"
104587,Memphis Natural Gas Co. v. Stone (1948)
109239,Colonial Pipeline Co. v. Traigle (1975)
104869,"Spector Motor Service, Inc. v. O'Connor (1951)"
102972,Western Live Stock v. Bureau of Revenue (1938)
105828,"Railway Express Agency, Inc. v. Virginia (1959)"
107491,"United States v. Arnold, Schwinn & Co. (1967)"
336461,"Gte Sylvania Incorporated v. Continental T v.  Inc., a Corporation (1976)"
105646,Northern Pacific Railway Co. v. United States (1958)
1458770,"United States v. Arnold, Schwinn & Co. (1965)"
86317,Pollard's Lessee v. HAGAN (1845)
108897,Bonelli Cattle Co. v. Arizona (1973)
93804,Shively v. Bowlby (1894)
102485,"Borax Consolidated, Ltd. v. Los Angeles (1935)"
89473,Barney v. Keokuk (1877)
89097,County of St. Clair v. Lovingston (1874)
107555,Hughes v. Washington (1967)
96443,Joy v. City of St. Louis (1906)
86113,Wilcox v. Jackson (1839)
109344,Michelin Tire Corp. v. Wages (1976)
109615,"Complete Auto Transit, Inc. v. Brady (1977)"
104388,Joseph v. Carter & Weekes Stevedoring Co. (1947)
104859,Canton Railroad v. Rogan (1951)
102857,Puget Sound Stevedoring Co. v. State Tax Commission (1937)
106170,Monroe v. Pape (1961)
86231,Prigg v. Pennsylvania (1842)
108782,Moor v. County of Alameda (1973)
334135,"12 Fair empl.prac.cas. 836, 11 Empl. Prac. Dec. P 10,755 Jane Monell v. Department of Social Services of the City of New York, Defendants (1976)"
88174,Supervisors v. Durant (1870)
108813,City of Kenosha v. Bruno (1973)
108375,Bivens v. Six Unknown Named Agents of Federal Bureau of Narcotics (1971)
108913,Cleveland Board of Education v. LaFleur (1974)
109574,Mt. Healthy City School District Board of Education v. Doyle (1977)
90041,Ex Parte Virginia (1880)
109503,Aldinger v. Howard (1976)
109631,United States v. Martin Linen Supply Co. (1977)
109688,Lee v. United States (1977)
109200,United States v. Wilson (1975)
109201,United States v. Jenkins (1975)
109773,Arizona v. Washington (1978)
96129,Kepner v. United States (1904)
109204,Serfass v. United States (1975)
108233,United States v. Jorn (1971)
106359,Fong Foo v. United States (1962)
94405,Geer v. Connecticut (1896)
100325,Lacoste v. Department of Conservation of Louisiana (1924)
101328,Foster-Fountain Packing Co. v. Haydel (1928)
104652,"H. P. Hood & Sons, Inc. v. Du Mond (1949)"
97421,West v. Kansas Natural Gas Co. (1911)
108085,"Pike v. Bruce Church, Inc. (1970)"
109662,"Douglas v. Seacoast Products, Inc. (1977)"
109868,Baldwin v. Fish and Game Comm'n of Mont. (1978)
109916,City of Philadelphia v. New Jersey (1978)
104563,Toomer v. Witsell (1948)
105789,Hawkins v. United States (1958)
102164,Funk v. United States (1933)
106048,Wyatt v. United States (1960)
102181,Wolfle v. United States (1934)
86090,Stein v. Bowman (1839)
104845,Blau v. United States (1951)
106022,Jones v. United States (1960)
107636,Simmons v. United States (1968)
108760,Brown v. United States (1973)
107872,Alderman v. United States (1969)
109835,Department of Revenue v. Ass'n of Washington Stevedoring Companies (1978)
877181,Commonwealth Edison Co. v. State (1980)
104253,Nippert v. City of Richmond (1946)
110488,Maryland v. Louisiana (1981)
106846,General Motors Corp. v. Washington (1964)
103186,"Clark v. Paul Gray, Inc. (1939)"
100063,Heisler v. Thomas Colliery Co. (1922)
105195,Michigan-Wisconsin Pipe Line Co. v. Calvert (1954)
102777,Ingels v. Morf (1937)
2226827,State Ex Rel. Douglas v. Sporhase (1981)
1818257,"City of Altus, Oklahoma v. Carr (1966)"
96834,Hudson County Water Co. v. McCarter (1908)
110119,Arkansas v. Sanders (1979)
109714,United States v. Chadwick (1977)
110558,Robbins v. California (1981)
108184,Chambers v. Maroney (1970)
392944,"United States v. Albert Ross, Jr. (1981)"
108377,Coolidge v. New Hampshire (1971)
104463,United States v. Yellow Cab Co. (1947)
104915,Timken Roller Bearing Co. v. United States (1951)
104839,"Kiefer-Stewart Co. v. Joseph E. Seagram & Sons, Inc. (1951)"
107732,"Perma Life Mufflers, Inc. v. International Parts Corp. (1968)"
102041,"Appalachian Coals, Inc. v. United States (1933)"
104037,United States v. Crescent Amusement Co. (1944)
1292673,United States v. American Tobacco Co. (1911)
106009,"United States v. Parke, Davis & Co. (1960)"
409686, (1982)
102987,Helvering v. Mitchell (1938)
110331,United States v. Ward (1980)
407595,"United States v. One Assortment of 89 Firearms, National Rifle Association of America, Amicus Curiae (1982)"
108643,One Lot Emerald Cut Stones and One Ring v. United States (1972)
106087,Flemming v. Nestor (1960)
8178595,"Coffey v. United States, 116 U.S. 436 (1886)"
109499,National League of Cities v. Usery (1976)
110881,Equal Employment Opportunity Commission v. Wyoming (1983)
110516,"Hodel v. Virginia Surface Mining & Reclamation Assn., Inc. (1981)"
110673,United Transportation Union v. Long Island Rail Road (1982)
110718,Federal Energy Regulatory Commission v. Mississippi (1982)
2239255,San Antonio Metropolitan Transit Authority v. Donovan (1983)
102330,Helvering v. Powers (1934)
96357,South Carolina v. United States (1905)
91894,Ex Parte Bain (1887)
105978,Stirone v. United States (1960)
423986,United States v. James Rual Miller (1983)
102436,Berger v. United States (1935)
106407,Russell v. United States (1962)
103976,United States v. Ballard (1944)
100951,Salinger v. United States (1926)
110478,Parratt v. Taylor (1981)
111252,Hudson v. Palmer (1984)
109635,Ingraham v. Wright (1977)
109561,Estelle v. Gamble (1976)
109097,Wolff v. McDonnell (1974)
110132,Baker v. McCollan (1979)
87021,South v. Maryland Ex Rel. Pottle (1856)
108430,Groppi v. Leslie (1972)
110169,Martinez v. California (1980)
109961,Michigan v. Doran (1978)
105312,Brown v. Board of Education (1955)
111492,Jean v. Nelson (1985)
105221,Brown v. Board of Education (1954)
105766,Cooper v. Aaron (1958)
96519,Appleyard v. Massachusetts (1906)
467594,Commonwealth of Puerto Rico v. Terry E. Branstad (1986)
111916,"California v. Superior Court of Cal., San Bernardino Cty. (1987)"
99021,Biddinger v. Commissioner of Police of City of New York (1917)
110926,Kolender v. Lawson (1983)
102605,Ashwander v. Tennessee Valley Authority (1936)
110322,Maine v. Thiboutot (1980)
109490,"Examining Bd. of Engineers, Architects and Surveyors v. Flores De Otero (1976)"
96915,New York Ex Rel. Kopel v. Bingham (1909)
107705,Green v. County School Board of New Kent County (1968)
89308,Board of Liquidation v. McComb (1876)
107953,O'Callahan v. Parker (1969)
8982256,"Relford v. Commandant, US Disciplinary Barracks, Fort Leavenworth (1971)"
105525,Reid v. Covert (1957)
105981,Kinsella v. United States Ex Rel. Singleton (1960)
89821,Coleman v. Tennessee (1879)
111308,Garcia v. San Antonio Metropolitan Transit Authority (1985)
1098406,Ex Parte Smith (1988)
108569,Colten v. Kentucky (1972)
111602,Texas v. McCullough (1986)
110748,United States v. Goodwin (1982)
111683,Brown-Forman Distillers Corp. v. New York State Liquor Authority (1986)
107217,"Joseph E. Seagram & Sons, Inc. v. Hostetter (1966)"
110758,Edgar v. Mite Corp. (1982)
507765, (1988)
2370562,United States Brewers Ass'n v. Healy (1987)
109016,Procunier v. Martinez (1974)
111904,Turner v. Safley (1987)
109718,"Jones v. North Carolina Prisoners' Labor Union, Inc. (1977)"
109079,Pell v. Procunier (1974)
492021,"Jack Abbott v. Edwin Meese, Iii, Attorney General of the United States (1987)"
110075,Bell v. Wolfish (1979)
100734,Beazell v. Ohio (1925)
90760,Kring v. Missouri (1883)
1787505,Bogany v. State (1983)
98427,Malloy v. South Carolina (1915)
110719,United States v. Ross (1982)
111305,United States v. Johns (1985)
104504,Johnson v. United States (1948)
110979,United States v. Place (1983)
111020,Michigan v. Long (1983)
112205,Harris v. Reed (1989)
109717,Wainwright v. Sykes (1977)
105074,Brown v. Allen (1953)
110692,Engle v. Isaac (1982)
111880,Pennsylvania v. Finley (1987)
111727,Murray v. Carrier (1986)
1280169,O'BRIEN v. Socony Mobil Oil Company (1967)
106591,Sanders v. United States (1963)
536051,"Roger K. Coleman v. Charles Thompson, Warden (1990)"
109439,Francis v. Henderson (1976)
1573917,"Exxon Corp. v. Central Gulf Lines, Inc. (1989)"
88300,Insurance Co. v. Dunham (1871)
105375,Archawski v. Hanioti (1956)
86949,Minturn v. Maynard (1855)
112640,Coleman v. Thompson (1991)
106544,Townsend v. Sain (1963)
112573,McCleskey v. Zant (1991)
556624,Jose Tamayo-Reyes v. J.C. Keeney (1991)
111235,Reed v. Ross (1984)
1591860,State Ex Rel. Heitkamp v. Quill Corp. (1991)
107425,"National Bellas Hess, Inc. v. Department of Revenue (1967)"
109630,National Geographic Society v. California Board of Equalization (1977)
110563,Commonwealth Edison Co. v. Montana (1981)
112066,"D. H. Holmes Co., Ltd. v. McNamara (1988)"
105829,Northwestern States Portland Cement Co. v. Minnesota (1959)
110927,Arkansas Electric Cooperative Corp. v. Arkansas Public Service Commission (1983)
92534,Nielsen (1889)
112432,Grady v. Corbin (1990)
109695,Brown v. Ohio (1977)
96689,Grafton v. United States (1907)
109736,Harris v. Oklahoma (1977)
110307,Illinois v. Vitale (1980)
111893,Young v. United States Ex Rel. Vuitton Et Fils S. A. (1987)
97395,Gavieres v. United States (1911)
96480,Burton v. United States (1906)
107686,Bloom v. Illinois (1968)
110338,Fullilove v. Klutznick (1980)
112176,City of Richmond v. J. A. Croson Co. (1989)
112484,"Metro Broadcasting, Inc. v. Federal Communications Commission (1990)"
111669,Wygant v. Jackson Board of Education (1986)
109930,Regents of the University of California v. Bakke (1978)
103875,Hirabayashi v. United States (1943)
105222,Bolling v. Sharpe (1954)
1879640, (1994)
109469,Washington v. Davis (1976)
104040,Korematsu v. United States (1945)
111827,United States v. Paradise (1987)
105287,United States v. Bramblett (1955)
112296,Patterson v. McLean Credit Union (1989)
258536,Daniel Jackson Oliver Wendel Holmes Morgan v. United States (1962)
276778,United States v. James Ralph Erhardt (1967)
109680,Illinois Brick Co. v. Illinois (1977)
101414,Sinclair v. United States (1929)
112848,United States v. Olano (1993)
673512,United States v. Michael E. Gaudin (1994)
112868,Sullivan v. Louisiana (1993)
109698,Patterson v. New York (1977)
94082,Sparf v. United States (1895)
112052,Kungys v. United States (1988)
110312,Central Hudson Gas & Electric Corp. v. Public Service Commission (1980)
109450,"Virginia State Board of Pharmacy v. Virginia Citizens Consumer Council, Inc. (1976)"
111744,Posadas De Puerto Rico Associates v. Tourism Co. of Puerto Rico (1986)
117924,Rubin v. Coors Brewing Co. (1995)
1877168,"44 Liquor Mart, Inc. v. Racine (1993)"
112836,"City of Cincinnati v. Discovery Network, Inc. (1993)"
112899,United States v. Edge Broadcasting Co. (1993)
109649,"Linmark Associates, Inc. v. Township of Willingboro (1977)"
117963,"Florida Bar v. Went for It, Inc. (1995)"
2040250,Michigan Beer & Wine Wholesalers Ass'n v. Attorney General (1985)
108636,"California v. LaRue, 409 U.S. 109 (1973)"
92702,Hans v. Louisiana (1890)
84681,Chisholm v. Georgia (1793)
112291,Pennsylvania v. Union Gas Co. (1989)
111503,Atascadero State Hospital v. Scanlon (1985)
85330,Cohens v. Virginia (1821)
109520,Fitzpatrick v. Bitzer (1976)
111949,Welch v. Texas Department of Highways & Public Transportation (1987)
112800,"Puerto Rico Aqueduct and Sewer Authority v. Metcalf & Eddy, Inc. (1993)"
658639, (1994)
112887,Zobrest v. Catalina Foothills School District (1993)
111506,Aguilar v. Felton (1985)
111561,Witters v. Washington Department of Services for the Blind (1986)
111505,School District of Grand Rapids v. Ball (1985)
108380,Lemon v. Kurtzman (1971)
438842, (1984)
117870,Board of Ed. of Kiryas Joel Village School Dist. v. Grumet (1994)
109251,Meek v. Pittenger (1975)
112679,Rufo v. Inmates of Suffolk County Jail (1992)
117967,Rosenberger v. Rector & Visitors of University of Virginia (1995)
112138,Bowen v. Kendrick (1988)
112259,United States v. Halper (1989)
1087946,Department of Revenue of Mont. v. Kurth Ranch (1994)
118052,United States v. Ursery (1996)
112906,United States v. Dixon (1993)
107615,Albrecht v. Herald Co. (1968)
109716,Continental T. v.  Inc. v. GTE Sylvania Inc. (1977)
725024,"Barkat U. Khan and Khan & Associates, Inc. v. State Oil Company (1996)"
112425,Atlantic Richfield Co. v. USA Petroleum Co. (1990)
110747,Arizona v. Maricopa County Medical Society (1982)
104079,House v. Mayo (1945)
103707,Ex Parte Quirin (1942)
112643,Payne v. Tennessee (1991)
111885,Gray v. Mississippi (1987)
118011,Seminole Tribe of Florida v. Florida (1996)
110880,"White v. Massachusetts Council of Construction Employers, Inc. (1983)"
105513,California v. Taylor (1957)
118133,Agostini v. Felton (1997)
107737,Board of Ed. of Central School Dist. No. 1 v. Allen (1968)
104373,Everson v. Board of Ed. of Ewing (1947)
109722,Wolman v. Walter (1977)
111003,Mueller v. Allen (1983)
103214,O'MALLEY v. Woodrough (1939)
110365,United States v. Will (1980)
702629,Hatter v. United States (1995)
111516,Oregon Department of Fish & Wildlife v. Klamath Indian Tribe (1985)
96304,United States v. Winans (1905)
746267, (1997)
94506,Ward v. Race Horse (1896)
110146,Washington v. Washington State Commercial Passenger Fishing Vessel Assn. (1979)
2261846,Mille Lacs Band of Chippewa Indians v. Minnesota (1994)
105018,Youngstown Sheet & Tube Co. v. Sawyer (1952)
98773,New York Ex Rel. Kennedy v. Becker (1916)
103642,Tulee v. Washington (1942)
96748,Winters v. United States (1908)
