citing_opinion_id,citing_index,court,docket_id,cluster_id,citing_decision_name,cited_opinion_id,cited_index,depth,cited_decision_name,overruled,notes,opinion_types,opinion_sources,cite_names,filename
103639,27,scotus,76615,103639,"Graves v. Schmidlapp,315 U.S. 657  (1942)",95546,5,2,Orr v. Gilman (1902),no,,['010combined'],['html_with_citations'],['183 U.S. 278'],0252.103639_cites_95546.txt
103639,27,scotus,76615,103639,"Graves v. Schmidlapp,315 U.S. 657  (1942)",101237,6,2,Saltonstall v. Saltonstall (1928),no,,['010combined'],['html_with_citations'],['276 U.S. 260'],0253.103639_cites_101237.txt
103639,27,scotus,76615,103639,"Graves v. Schmidlapp,315 U.S. 657  (1942)",101277,7,2,Blodgett v. Silberman (1928),no,,['010combined'],['html_with_citations'],['277 U.S. 1'],0254.103639_cites_101277.txt
103736,28,scotus,82108,103736,"Williams v. North Carolina,317 U.S. 287  (1942)",96454,0,10,Haddock v. Haddock (1906),yes,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['Haddock', 'Haddock, supra', '201 U.S. 562', ' Haddock']",0255.103736_cites_96454.txt
103736,28,scotus,82108,103736,"Williams v. North Carolina,317 U.S. 287  (1942)",95457,1,6,Atherton v. Atherton (1901),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['181 U.S. 155', 'Atherton', ' Atherton']",0256.103736_cites_95457.txt
103736,28,scotus,82108,103736,"Williams v. North Carolina,317 U.S. 287  (1942)",87830,2,5,Christmas v. Russell (1866),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['Russell, supra', '5 Wall. 290', 'Christmas']",0257.103736_cites_87830.txt
103736,28,scotus,82108,103736,"Williams v. North Carolina,317 U.S. 287  (1942)",95458,3,5,Bell v. Bell (1901),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['Bell', '181 U.S. 175', 'Bell, supra']",0258.103736_cites_95458.txt
103736,28,scotus,82108,103736,"Williams v. North Carolina,317 U.S. 287  (1942)",102404,4,4,Alaska Packers Assn. v. Industrial Accident Comm'n of Cal. (1935),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['294 U.S. 532'],0259.103736_cites_102404.txt
103736,28,scotus,82108,103736,"Williams v. North Carolina,317 U.S. 287  (1942)",98476,5,4,Hood v. McGehee (1915),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['237 U.S. 611', 'Hood']",0260.103736_cites_98476.txt
103736,28,scotus,82108,103736,"Williams v. North Carolina,317 U.S. 287  (1942)",102412,6,4,Broderick v. Rosner (1935),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['294 U.S. 629', ' Broderick', 'Broderick']",0261.103736_cites_102412.txt
103736,28,scotus,82108,103736,"Williams v. North Carolina,317 U.S. 287  (1942)",97084,7,4,Fall v. Eastin (1909),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['215 U.S. 1', 'Fall']",0262.103736_cites_97084.txt
103736,28,scotus,82108,103736,"Williams v. North Carolina,317 U.S. 287  (1942)",96865,8,4,Fauntleroy v. Lum (1908),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['Fauntleroy', '210 U.S. 230', 'Lum, supra']",0263.103736_cites_96865.txt
103736,28,scotus,82108,103736,"Williams v. North Carolina,317 U.S. 287  (1942)",103417,9,4,Milliken v. Meyer (1941),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['311 U.S. 457', 'Milliken']",0264.103736_cites_103417.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",101495,0,2,Johnson v. United States Shipping Bd. Emergency Fleet Corporation (1930),yes,,['010combined'],['html_with_citations'],"['280 U.S. 320', 'Johnson', 'Lustgarten']",0265.103761_cites_101495.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",102049,1,1,Vancouver Steamship Co. v. Rice (1933),no,,['010combined'],['html_with_citations'],['288 U.S. 445'],0266.103761_cites_102049.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",102479,2,1,The Admiral Peoples (1935),no,,['010combined'],['html_with_citations'],['295 U.S. 649'],0267.103761_cites_102479.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",100968,3,1,Eastern Transportation Co. v. United States (1927),no,,['010combined'],['html_with_citations'],['272 U.S. 675'],0268.103761_cites_100968.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",101230,4,1,United States Shipping Bd. Emergency Fleet Corporation v. Rosenberg Brothers & Co. (1928),no,,['010combined'],['html_with_citations'],['276 U.S. 202'],0269.103761_cites_101230.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",99419,5,1,The Lake Monroe (1919),no,,['010combined'],['html_with_citations'],['250 U.S. 246'],0270.103761_cites_99419.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",99982,6,1,Sloan Shipyards Corp. v. United States Shipping Bd. Emergency Fleet Corporation (1922),no,,['010combined'],['html_with_citations'],['258 U.S. 549'],0271.103761_cites_99982.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",103165,7,1,Keifer & Keifer v. Reconstruction Finance Corp. (1939),no,,['010combined'],['html_with_citations'],['306 U.S. 381'],0272.103761_cites_103165.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",103302,8,1,"Federal Housing Administration, Region No. 4 v. Burr (1940)",no,,['010combined'],['html_with_citations'],['309 U.S. 242'],0273.103761_cites_103302.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",102452,9,1,Federal Land Bank v. Priddy (1935),no,,['010combined'],['html_with_citations'],['295 U.S. 229'],0274.103761_cites_102452.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",103439,10,1,Reconstruction Finance Corporation v. JG Menihan Corp. (1941),no,,['010combined'],['html_with_citations'],['312 U.S. 81'],0275.103761_cites_103439.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",99972,11,1,Dahn v. Davis (1922),no,,['010combined'],['html_with_citations'],['258 U.S. 421'],0276.103761_cites_99972.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",93000,12,1,Guaranty Trust and Safe Deposit Co. v. Green Cove Springs and Melrose Railroad (1891),no,,['010combined'],['html_with_citations'],['139 U.S. 137'],0277.103761_cites_93000.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",103284,13,1,Yearsley v. W. A. Ross Construction Co. (1940),no,,['010combined'],['html_with_citations'],['309 U.S. 18'],0278.103761_cites_103284.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",95660,14,1,Minnesota v. Hitchcock (1902),no,,['010combined'],['html_with_citations'],['185 U.S. 373'],0279.103761_cites_95660.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",84992,15,1,Dunlop v. Munroe (1812),no,,['010combined'],['html_with_citations'],['7 Cranch 242'],0280.103761_cites_84992.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",92277,16,1,Robertson v. Sichel (1888),no,,['010combined'],['html_with_citations'],['127 U.S. 507'],0281.103761_cites_92277.txt
103761,29,scotus,1507628,103761,"Brady v. Roosevelt Steamship, Co.,317 U.S. 575  (1943)",94400,17,1,Spalding v. Vilas (1896),no,,['010combined'],['html_with_citations'],['161 U.S. 483'],0282.103761_cites_94400.txt
103831,30,scotus,463562,103831,"Murdock v. Pennsylvania,319 U.S. 105 (1943)",103705,0,6,Jones v. Opelika (1942),yes,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['Opelika', 'supra', ' Jones', 'Jones', '316 U.S. 584']",0283.103831_cites_103705.txt
103831,30,scotus,463562,103831,"Murdock v. Pennsylvania,319 U.S. 105 (1943)",103355,1,4,Cantwell v. Connecticut (1940),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['Cantwell', '310 U.S. 296']",0284.103831_cites_103355.txt
103831,30,scotus,463562,103831,"Murdock v. Pennsylvania,319 U.S. 105 (1943)",102601,2,3,Grosjean v. American Press Co. (1936),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['297 U.S. 233', 'Grosjean']",0285.103831_cites_102601.txt
103831,30,scotus,463562,103831,"Murdock v. Pennsylvania,319 U.S. 105 (1943)",101773,3,3,Near v. Minnesota Ex Rel. Olson (1931),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['283 U.S. 697'],0286.103831_cites_101773.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",103816,0,11,Board of County Commissioners v. Seber (1943),no,* duplicated cluster_id: 2540705,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['318 U.S. 705', 'supra;', '63 S.Ct. 920', 'supra.', 'supra,']",0287.103869_cites_103816.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",102466,1,9,Superintendent of Five Civilized Tribes v. Commissioner (1935),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['supra,', '55 S.Ct. 820', '295 U.S. 418']",0288.103869_cites_102466.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",101272,2,8,Shaw v. Gibson-Zahniser Oil Corp. (1928),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['276 U.S. 575', '48 S.Ct. 333']",0289.103869_cites_101272.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",103192,3,6,United States Trust Co. v. Helvering (1939),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['307 U.S. 57', '59 S.Ct. 692']",0290.103869_cites_103192.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",97425,4,6,Tiger v. Western Investment Co. (1911),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['221 U.S. 286', '31 S.Ct. 578']",0291.103869_cites_97425.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",102986,5,5,Helvering v. Mountain Producers Corp. (1938),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['supra,', '58 S.Ct. 623', '303 U.S. 376']",0292.103869_cites_102986.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",95792,6,4,United States v. Rickert (1903),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['23 S.Ct. 478', '188 U.S. 432']",0293.103869_cites_95792.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",103172,7,4,Graves v. New York Ex Rel. O'Keefe (1939),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['59 S.Ct. 595', '306 U.S. 466']",0294.103869_cites_103172.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",99097,8,4,Brader v. James (1918),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['246 U.S. 88', '38 S.Ct. 285']",0295.103869_cites_99097.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",98296,9,4,"Choctaw, Oklahoma & Gulf Railroad v. Harrison (1914)",no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['35 S.Ct. 27', '235 U.S. 292']",0296.103869_cites_98296.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",98689,10,4,Indian Territory Illuminating Oil Co. v. Oklahoma (1916),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['240 U.S. 522', '36 S.Ct. 453']",0297.103869_cites_98689.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",100916,11,4,Jaybird Mining Co. v. Weir (1926),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['46 S.Ct. 592', '271 U.S. 609']",0298.103869_cites_100916.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",99897,12,4,Gillespie v. Oklahoma (1922),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['42 S.Ct. 171', '257 U.S. 501']",0299.103869_cites_99897.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",101499,13,4,Carpenter v. Shaw (1930),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['50 S.Ct. 121', '280 U.S. 363']",0300.103869_cites_101499.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",97639,14,4,Choate v. Trapp (1912),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['224 U.S. 665', '32 S.Ct. 565']",0301.103869_cites_97639.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",99118,15,4,McCurdy v. United States (1918),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['McCurdy', '246 U.S. 263', '38 S.Ct. 289']",0302.103869_cites_99118.txt
103869,31,scotus,263995,103869,"Oklahoma Tax Commission v. United States,319 U.S. 598  (1943)",100830,-,3, Childers v. Beaver (1926),yes,* not extracted,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']","['270 U.S. 555', 'supra.', '46 S.Ct. 387']",0303.103869_cites_100830.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",103373,0,11,Minersville School District v. Gobitis (1940),yes,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['Gobitis', '310 U.S. at 604', '310 U.S. at 599-600', '310 U.S. 586']",0304.103870_cites_103373.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",102334,1,7,Hamilton v. Regents of the University of California (1934),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['supra', '293 U.S. 245', 'Hamilton']",0305.103870_cites_102334.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",100694,2,2,Pierce v. Society of Sisters (1925),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['268 U.S. 510'],0306.103870_cites_100694.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",101741,3,1,Stromberg v. California (1931),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['California', '283 U.S. 359']",0307.103870_cites_101741.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",103705,4,1,Jones v. Opelika (1942),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['316 U.S. 584'],0308.103870_cites_103705.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",102580,5,1,United States v. Butler (1936),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['297 U.S. 1'],0309.103870_cites_102580.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",103017,6,1,United States v. Carolene Products Co. (1938),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['304 U.S. 144'],0310.103870_cites_103017.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",96087,7,1,"Missouri, Kansas & Texas Railway Co. v. May (1904)",no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['194 U.S. 267'],0311.103870_cites_96087.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",96042,8,1,Rippey v. Texas (1904),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['193 U.S. 504'],0312.103870_cites_96042.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",103508,9,1,Skiriotes v. Florida (1941),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['313 U.S. 69'],0313.103870_cites_103508.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",102879,10,1,Palko v. Connecticut (1937),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['302 U.S. 319'],0314.103870_cites_102879.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",91054,11,1,Hurtado v. California (1884),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['110 U.S. 516'],0315.103870_cites_91054.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",96230,12,1,Jacobson v. Massachusetts (1905),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['197 U.S. 11'],0316.103870_cites_96230.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",1303501,13,1,Shoemaker v. Keely (1793),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['2 Dall. 213'],0317.103870_cites_1303501.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",101011,14,1,"Farrington, Governor v. T. Tokushige (1927)",no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['273 U.S. 284'],0318.103870_cites_101011.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",99296,15,1,Schenck v. United States (1919),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['249 U.S. 47'],0319.103870_cites_99296.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",103795,16,1,Helvering v. Griffiths (1943),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['318 U.S. 371'],0320.103870_cites_103795.txt
103870,32,scotus,174195,103870,"West Virginia State Board of Education v. Barnette,319 U.S. 624  (1943)",99053,17,1,Selective Draft Law Cases (1918),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['245 U.S. 366'],0321.103870_cites_99053.txt
103915,33,scotus,193031,103915,"Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)",103633,0,5,Federal Power Commission v. Natural Gas Pipeline Co. (1942),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['315 U.S. at 586', '315 U.S. 575']",0322.103915_cites_103633.txt
103915,33,scotus,193031,103915,"Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)",101364,1,4,United Fuel Gas Co. v. Railroad Commission (1929),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['278 U.S. 300'],0323.103915_cites_101364.txt
103915,33,scotus,193031,103915,"Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)",102280,2,4,Columbus Gas & Fuel Co. v. Public Util. Comm'n of Ohio (1934),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['Ibid.', '292 U.S. 398']",0324.103915_cites_102280.txt
103915,33,scotus,193031,103915,"Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)",102091,3,3,Los Angeles Gas & Electric Corp. v. Railroad Commission (1933),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['289 U.S. 287', '289 U.S. at 305']",0325.103915_cites_102091.txt
103915,33,scotus,193031,103915,"Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)",102270,4,3,Dayton Power & Light Co. v. Public Utilities Commission (1934),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['292 U.S. 290'],0326.103915_cites_102270.txt
103915,33,scotus,193031,103915,"Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)",92743,5,3,"Chicago, Milwaukee & St. Paul Railway Co. v. Minnesota (1890)",no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['134 U.S. 418', 'supra']",0327.103915_cites_92743.txt
103915,33,scotus,193031,103915,"Federal Power Commssion v. Hope Natural Gas Co.,320 U.S. 591  (1944)",101492,-,2,United Rs. & Elec. Co. of Baltimore v. West (1930),yes,* not extracted,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['280 U.S. 234'],0328.103915_cites_101492.txt
103927,34,scotus,276514,103927,"Mahnich v. Southern Steamship Co.,321 U.S. 96  (1944)",95840,0,11,The Osceola (1903),no,,['010combined'],['html_with_citations'],"['189 U.S. 158', 'supra,']",0329.103927_cites_95840.txt
103927,34,scotus,276514,103927,"Mahnich v. Southern Steamship Co.,321 U.S. 96  (1944)",100007,1,7,Carlisle Packing Co. v. Sandanger (1922),no,,['010combined'],['html_with_citations'],"['259 U.S. 255', 'supra']",0330.103927_cites_100007.txt
103927,34,scotus,276514,103927,"Mahnich v. Southern Steamship Co.,321 U.S. 96  (1944)",103121,2,6,Socony-Vacuum Oil Co. v. Smith (1939),no,,['010combined'],['html_with_citations'],"['supra,', '305 U.S. 424', 'supra']",0331.103927_cites_103121.txt
103927,34,scotus,276514,103927,"Mahnich v. Southern Steamship Co.,321 U.S. 96  (1944)",101292,3,5,"Plamals v. S. S. ""Pinar Del Rio"" (1928)",yes,,['010combined'],['html_with_citations'],"['supra,', 'Plamals', '277 U.S. 151']",0332.103927_cites_101292.txt
103927,34,scotus,276514,103927,"Mahnich v. Southern Steamship Co.,321 U.S. 96  (1944)",102648,4,4,The Arizona v. Anelich (1936),no,,['010combined'],['html_with_citations'],"['supra,', '298 U.S. 110']",0333.103927_cites_102648.txt
103916,35,scotus,1209308,103916,"Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)",101696,0,5,Carbice Corp. of America v. American Patents Development Corp. (1931),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['283 U.S. 27', 'supra']",0334.103916_cites_101696.txt
103916,35,scotus,1209308,103916,"Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)",97018,1,2,Leeds & Catlin Company v. Victor Talking Machine Company (No. 2) (1909),yes,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['213 U.S. 325'],0335.103916_cites_97018.txt
103916,35,scotus,1209308,103916,"Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)",102889,2,2,Leitch Manufacturing Co. v. Barber Co. (1938),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['302 U.S. 458'],0336.103916_cites_102889.txt
103916,35,scotus,1209308,103916,"Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)",98917,3,2,Motion Picture Patents Co. v. Universal Film Manufacturing Co. (1917),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['243 U.S. 502'],0337.103916_cites_98917.txt
103916,35,scotus,1209308,103916,"Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)",103578,4,2,B. B. Chemical Co. v. Ellis (1942),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['314 U.S. 495'],0338.103916_cites_103578.txt
103916,35,scotus,1209308,103916,"Mercoid Corp. v. Mid-Continent Co.,320 U.S. 661  (1944)",103678,5,2,United States v. Masonite Corp. (1942),no,,"['040dissent', '040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']",['316 U.S. 265'],0339.103916_cites_103678.txt
103962,36,scotus,441589,103962,"Smith v. Allwright,321 U.S. 649  (1944)",103531,0,7,United States v. Classic (1941),no,,['010combined'],['html_with_citations'],"['313 U.S. 299', 'Classic']",0340.103962_cites_103531.txt
103962,36,scotus,441589,103962,"Smith v. Allwright,321 U.S. 649  (1944)",102431,1,6,Grovey v. Townsend (1935),yes,,['010combined'],['html_with_citations'],"['Townsend', '295 U.S. 45', 'Grovey']",0341.103962_cites_102431.txt
